class,stream,favorite_subject,interest,skill,overall_marks,math_score,science_score,english_score,logical_reasoning,communication_skill,creativity_score,recommended_career
12,Commerce,Business Studies,Business,Communication,94,89,53,46,6,1,7,Business Manager
12,Arts,English,Writing,Communication,65,71,43,95,3,2,4,Journalist
12,Science,Biology,Healthcare,Research,62,69,68,75,9,1,6,Doctor
11,Science,Computer Science,Programming,Programming,79,73,45,78,7,4,4,Software Engineer
12,Arts,Political Science,Government,Research,89,94,90,43,6,6,10,Civil Services
11,Commerce,Economics,Finance,Analysis,56,83,66,45,9,5,1,Financial Analyst
11,Science,Chemistry,Healthcare,Research,63,96,49,58,3,6,8,Doctor
12,Commerce,Economics,Finance,Analysis,79,82,46,51,1,9,4,Chartered Accountant
11,Science,Biology,Healthcare,Research,82,86,91,76,8,3,6,Doctor
12,Commerce,Economics,Finance,Analysis,88,49,99,97,7,1,2,Chartered Accountant
12,Commerce,Economics,Finance,Analysis,65,48,83,43,2,4,2,Financial Analyst
12,Commerce,Business Studies,Management,Communication,57,60,97,70,1,10,3,Business Manager
11,Arts,English,Writing,Communication,95,52,92,56,9,7,5,Journalist
12,Arts,English,Design,Creativity,61,73,91,57,9,7,4,Graphic Designer
12,Science,Chemistry,Healthcare,Communication,90,67,79,62,9,7,10,Doctor
12,Arts,English,Design,Creativity,82,45,71,50,8,6,2,Graphic Designer
11,Science,Biology,Healthcare,Research,71,100,70,77,8,1,7,Doctor
12,Science,Computer Science,Technology,Programming,77,51,96,56,3,1,10,Software Engineer
11,Commerce,Accountancy,Finance,Analysis,81,99,51,77,6,2,1,Chartered Accountant
11,Science,Physics,Engineering,Mathematics,85,68,61,40,6,1,10,Engineer
12,Science,Biology,Healthcare,Research,69,86,100,69,5,2,10,Doctor
12,Commerce,Mathematics,Finance,Analysis,65,45,77,67,9,4,3,Financial Analyst
12,Commerce,Business Studies,Management,Leadership,90,48,47,56,1,3,3,Business Manager
12,Arts,History,Government,Leadership,68,92,90,47,8,7,10,Civil Services
11,Commerce,Mathematics,Finance,Analysis,86,68,62,77,5,4,8,Financial Analyst
12,Science,Physics,Engineering,Problem Solving,58,67,61,42,3,1,1,Engineer
12,Science,Mathematics,Programming,Programming,61,71,53,59,8,2,6,Software Engineer
12,Commerce,Mathematics,Finance,Analysis,75,46,62,81,7,8,3,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,64,79,61,51,3,10,3,Chartered Accountant
11,Science,Physics,Engineering,Mathematics,61,60,93,84,7,8,10,Engineer
12,Science,Chemistry,Healthcare,Communication,58,87,60,77,3,2,3,Doctor
12,Science,Mathematics,Programming,Programming,88,94,62,84,3,10,8,Software Engineer
11,Science,Physics,Engineering,Mathematics,67,50,68,48,6,2,8,Engineer
12,Science,Mathematics,Engineering,Problem Solving,74,82,67,63,1,2,5,Engineer
11,Science,Mathematics,Engineering,Problem Solving,85,72,93,92,1,9,1,Engineer
12,Arts,Political Science,Government,Research,91,68,77,76,5,8,5,Civil Services
12,Science,Computer Science,Artificial Intelligence,Analysis,91,62,66,60,10,5,2,Data Scientist
11,Arts,Political Science,Government,Leadership,60,52,83,82,3,8,3,Civil Services
11,Science,Mathematics,Engineering,Problem Solving,82,78,74,50,7,2,9,Engineer
11,Science,Chemistry,Healthcare,Communication,69,65,74,50,9,9,3,Doctor
12,Arts,Political Science,Government,Leadership,96,78,86,62,5,10,5,Civil Services
12,Arts,History,Government,Research,79,80,58,89,6,10,3,Civil Services
12,Commerce,Economics,Finance,Analysis,80,70,91,44,1,7,7,Chartered Accountant
12,Science,Chemistry,Healthcare,Research,69,78,94,57,8,4,5,Doctor
12,Commerce,Business Studies,Management,Communication,79,49,55,52,8,2,6,Business Manager
12,Commerce,Business Studies,Business,Communication,63,55,81,98,4,3,2,Business Manager
12,Science,Chemistry,Healthcare,Research,97,72,64,40,1,9,4,Doctor
11,Commerce,Economics,Finance,Analysis,71,94,89,85,4,7,6,Financial Analyst
12,Science,Computer Science,Programming,Programming,58,49,67,98,2,2,3,Software Engineer
11,Commerce,Mathematics,Finance,Mathematics,97,59,53,70,3,2,3,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,100,79,73,56,1,3,10,Financial Analyst
11,Science,Computer Science,Artificial Intelligence,Analysis,82,68,92,42,4,6,8,Data Scientist
12,Arts,History,Government,Leadership,86,85,41,99,8,10,7,Civil Services
12,Arts,History,Writing,Writing,56,81,78,56,4,7,9,Journalist
12,Science,Computer Science,Programming,Problem Solving,69,78,58,53,8,7,10,Software Engineer
12,Arts,English,Writing,Writing,75,97,94,46,3,1,3,Journalist
11,Commerce,Business Studies,Business,Communication,90,79,66,52,3,10,3,Business Manager
12,Science,Biology,Healthcare,Research,76,54,56,82,8,3,3,Doctor
11,Science,Mathematics,Technology,Programming,56,47,58,44,5,9,3,Software Engineer
12,Science,Mathematics,Engineering,Mathematics,93,97,46,43,1,7,4,Engineer
12,Arts,Political Science,Government,Research,86,76,53,59,3,9,2,Civil Services
12,Science,Mathematics,Engineering,Problem Solving,60,89,40,83,7,4,6,Engineer
12,Arts,Political Science,Government,Leadership,83,58,51,65,5,2,10,Civil Services
12,Science,Computer Science,Artificial Intelligence,Analysis,97,94,94,61,5,10,8,Data Scientist
11,Arts,English,Design,Creativity,91,92,63,41,10,4,8,Graphic Designer
11,Science,Computer Science,Technology,Analysis,69,43,64,98,4,6,1,Data Scientist
11,Science,Mathematics,Technology,Programming,96,51,85,98,3,3,3,Data Scientist
12,Science,Mathematics,Engineering,Problem Solving,55,87,93,60,4,7,3,Engineer
11,Commerce,Economics,Finance,Analysis,73,74,78,87,2,10,4,Chartered Accountant
11,Science,Mathematics,Technology,Problem Solving,94,47,76,77,4,1,8,Software Engineer
12,Science,Chemistry,Healthcare,Communication,71,44,66,46,9,5,3,Doctor
12,Arts,History,Government,Research,67,79,53,93,3,1,9,Civil Services
11,Science,Computer Science,Technology,Problem Solving,80,53,57,47,9,9,2,Software Engineer
12,Commerce,Economics,Finance,Analysis,85,71,43,70,5,6,2,Financial Analyst
11,Commerce,Economics,Finance,Mathematics,82,70,100,84,3,3,3,Financial Analyst
11,Science,Mathematics,Technology,Programming,81,81,86,82,2,4,1,Data Scientist
11,Arts,English,Design,Creativity,63,46,92,86,1,9,4,Graphic Designer
12,Science,Mathematics,Engineering,Mathematics,62,52,79,40,4,1,9,Engineer
12,Commerce,Economics,Finance,Mathematics,65,79,87,44,4,1,4,Chartered Accountant
11,Science,Chemistry,Healthcare,Communication,72,95,40,46,3,10,10,Doctor
11,Science,Biology,Healthcare,Communication,70,40,84,98,3,10,2,Doctor
12,Arts,English,Writing,Writing,91,86,74,66,8,5,8,Journalist
12,Commerce,Economics,Finance,Analysis,56,95,44,100,1,4,5,Financial Analyst
11,Science,Biology,Healthcare,Communication,66,97,89,94,2,4,6,Doctor
12,Commerce,Accountancy,Finance,Analysis,76,54,98,86,2,10,1,Chartered Accountant
11,Commerce,Accountancy,Finance,Analysis,72,100,57,57,1,6,6,Chartered Accountant
12,Science,Computer Science,Technology,Problem Solving,61,92,56,72,3,2,7,Software Engineer
12,Science,Mathematics,Programming,Programming,58,77,60,70,4,1,9,Software Engineer
12,Science,Chemistry,Healthcare,Research,82,73,85,68,1,10,1,Doctor
12,Commerce,Economics,Finance,Analysis,73,96,80,91,1,1,3,Chartered Accountant
11,Science,Chemistry,Healthcare,Communication,96,59,69,41,7,9,3,Doctor
12,Science,Physics,Engineering,Mathematics,66,93,61,88,7,1,6,Engineer
12,Science,Chemistry,Healthcare,Research,93,84,53,88,7,2,7,Doctor
11,Commerce,Mathematics,Finance,Mathematics,55,47,64,92,10,5,7,Financial Analyst
12,Arts,History,Writing,Communication,57,69,74,71,9,1,10,Journalist
12,Science,Mathematics,Engineering,Mathematics,62,71,40,82,1,6,6,Engineer
11,Commerce,Accountancy,Finance,Analysis,89,44,65,48,2,1,2,Chartered Accountant
12,Arts,Political Science,Government,Research,59,64,74,96,3,5,2,Civil Services
11,Commerce,Economics,Finance,Mathematics,75,67,52,88,3,9,1,Chartered Accountant
11,Science,Computer Science,Technology,Analysis,96,88,97,69,10,7,7,Data Scientist
11,Science,Physics,Engineering,Problem Solving,68,83,44,64,6,6,8,Engineer
12,Science,Biology,Healthcare,Communication,96,98,73,47,5,10,9,Doctor
12,Arts,English,Writing,Communication,82,60,60,66,2,4,4,Journalist
11,Science,Biology,Healthcare,Research,99,55,77,70,4,4,3,Doctor
11,Science,Physics,Engineering,Mathematics,86,69,76,53,6,6,10,Engineer
11,Arts,English,Design,Creativity,78,77,54,97,3,3,9,Graphic Designer
12,Commerce,Economics,Finance,Analysis,74,71,92,45,8,2,9,Financial Analyst
12,Arts,English,Design,Creativity,78,57,87,65,4,7,4,Graphic Designer
11,Science,Biology,Healthcare,Communication,94,67,67,80,5,4,9,Doctor
12,Commerce,Economics,Finance,Analysis,65,68,96,78,5,10,9,Financial Analyst
11,Commerce,Business Studies,Management,Communication,90,83,97,74,4,8,7,Business Manager
11,Commerce,Mathematics,Finance,Analysis,73,70,96,69,2,9,5,Financial Analyst
11,Arts,Political Science,Government,Research,97,50,81,57,3,9,4,Civil Services
12,Commerce,Mathematics,Finance,Analysis,81,40,64,92,1,6,5,Financial Analyst
12,Commerce,Economics,Finance,Analysis,95,73,46,76,4,5,5,Chartered Accountant
12,Science,Physics,Engineering,Problem Solving,62,91,85,70,3,3,8,Engineer
12,Commerce,Economics,Finance,Mathematics,79,79,59,61,4,6,1,Financial Analyst
12,Commerce,Economics,Finance,Mathematics,55,64,88,62,7,4,3,Financial Analyst
11,Arts,History,Writing,Writing,60,94,91,69,1,4,7,Journalist
11,Science,Computer Science,Artificial Intelligence,Programming,69,64,58,75,6,5,7,Data Scientist
12,Science,Chemistry,Healthcare,Research,98,68,80,62,7,8,8,Doctor
11,Arts,History,Writing,Writing,80,92,56,82,5,4,1,Journalist
12,Arts,Political Science,Government,Leadership,82,82,67,43,4,1,5,Civil Services
12,Science,Mathematics,Programming,Problem Solving,78,42,94,76,5,1,2,Software Engineer
12,Commerce,Business Studies,Management,Communication,63,75,58,48,9,2,5,Business Manager
12,Science,Chemistry,Healthcare,Communication,67,44,40,77,7,4,5,Doctor
11,Commerce,Business Studies,Business,Leadership,95,68,74,46,5,3,8,Business Manager
11,Science,Computer Science,Artificial Intelligence,Analysis,99,41,91,47,9,5,1,Data Scientist
11,Science,Mathematics,Engineering,Mathematics,99,52,61,93,2,7,3,Engineer
11,Science,Computer Science,Technology,Analysis,70,49,78,92,9,1,5,Data Scientist
11,Arts,English,Writing,Communication,71,86,54,62,3,1,8,Journalist
12,Commerce,Accountancy,Finance,Mathematics,70,71,99,91,4,10,4,Chartered Accountant
11,Science,Biology,Healthcare,Research,84,57,92,44,5,6,7,Doctor
12,Science,Computer Science,Technology,Programming,87,40,45,41,3,9,3,Data Scientist
11,Commerce,Accountancy,Finance,Mathematics,64,85,100,79,5,10,6,Chartered Accountant
12,Science,Computer Science,Programming,Programming,77,82,57,86,10,2,5,Software Engineer
12,Science,Physics,Engineering,Problem Solving,75,63,69,96,1,3,6,Engineer
12,Science,Mathematics,Engineering,Problem Solving,97,60,82,51,1,6,5,Engineer
12,Arts,English,Design,Creativity,92,81,62,70,4,3,2,Graphic Designer
12,Science,Physics,Engineering,Mathematics,55,72,66,55,10,8,2,Engineer
12,Science,Mathematics,Engineering,Mathematics,69,61,61,64,10,5,4,Engineer
11,Science,Computer Science,Technology,Problem Solving,68,70,71,80,6,4,3,Software Engineer
11,Arts,English,Design,Creativity,82,89,88,80,5,3,5,Graphic Designer
11,Arts,English,Writing,Writing,91,68,64,44,8,5,10,Journalist
12,Science,Chemistry,Healthcare,Research,67,40,60,41,4,9,7,Doctor
11,Arts,English,Writing,Writing,98,86,64,57,9,5,3,Journalist
12,Arts,English,Writing,Writing,87,71,48,96,1,9,4,Journalist
11,Science,Mathematics,Engineering,Mathematics,95,72,93,95,10,8,2,Engineer
11,Science,Computer Science,Technology,Programming,81,88,61,66,4,7,10,Data Scientist
12,Arts,History,Government,Research,56,90,41,67,7,8,3,Civil Services
11,Science,Chemistry,Healthcare,Communication,93,84,44,51,7,4,2,Doctor
11,Science,Computer Science,Programming,Programming,61,53,59,42,1,7,2,Software Engineer
11,Commerce,Economics,Finance,Mathematics,80,72,87,62,4,10,4,Financial Analyst
12,Science,Physics,Engineering,Problem Solving,74,98,61,62,1,10,1,Engineer
12,Science,Biology,Healthcare,Research,69,98,40,62,8,6,9,Doctor
11,Science,Chemistry,Healthcare,Communication,80,84,68,85,9,5,3,Doctor
11,Arts,History,Government,Research,70,98,68,81,8,5,7,Civil Services
12,Commerce,Mathematics,Finance,Mathematics,71,81,59,51,7,5,9,Financial Analyst
11,Commerce,Business Studies,Management,Leadership,60,42,49,87,9,10,4,Business Manager
12,Arts,History,Writing,Communication,93,91,55,59,10,8,3,Journalist
12,Science,Computer Science,Technology,Analysis,87,52,94,94,8,5,8,Data Scientist
12,Science,Computer Science,Technology,Programming,90,51,87,67,4,2,4,Software Engineer
12,Arts,English,Writing,Communication,72,61,64,67,1,9,3,Journalist
12,Arts,History,Government,Leadership,87,76,45,84,2,8,9,Civil Services
12,Science,Chemistry,Healthcare,Research,81,49,85,74,2,3,9,Doctor
11,Science,Mathematics,Artificial Intelligence,Programming,60,68,62,90,9,1,9,Data Scientist
11,Science,Biology,Healthcare,Communication,86,83,92,65,2,6,6,Doctor
11,Commerce,Economics,Finance,Analysis,75,89,54,73,2,5,4,Financial Analyst
11,Commerce,Economics,Finance,Analysis,57,58,83,50,5,9,5,Chartered Accountant
11,Arts,History,Government,Leadership,81,83,46,69,10,2,6,Civil Services
12,Commerce,Accountancy,Finance,Mathematics,79,49,44,60,3,5,1,Chartered Accountant
12,Arts,History,Writing,Writing,93,69,48,45,5,6,6,Journalist
11,Science,Chemistry,Healthcare,Communication,71,66,88,84,10,10,5,Doctor
12,Arts,English,Writing,Writing,69,77,44,99,5,4,7,Journalist
12,Arts,History,Writing,Writing,99,90,95,68,5,4,8,Journalist
11,Science,Mathematics,Engineering,Mathematics,83,69,44,94,5,2,1,Engineer
12,Commerce,Accountancy,Finance,Analysis,63,57,80,79,6,8,4,Chartered Accountant
11,Arts,Political Science,Government,Leadership,85,70,67,79,8,10,1,Civil Services
11,Science,Mathematics,Technology,Programming,73,64,84,91,7,1,2,Software Engineer
11,Commerce,Business Studies,Business,Leadership,99,48,77,98,9,1,2,Business Manager
11,Arts,History,Government,Leadership,77,85,66,55,8,5,5,Civil Services
11,Commerce,Accountancy,Finance,Mathematics,61,87,60,83,4,10,2,Chartered Accountant
12,Science,Biology,Healthcare,Research,89,76,59,99,7,1,3,Doctor
12,Science,Computer Science,Programming,Programming,60,63,52,52,6,4,6,Software Engineer
11,Arts,English,Writing,Writing,89,56,89,97,7,10,7,Journalist
11,Arts,English,Design,Creativity,85,66,53,52,8,4,1,Graphic Designer
11,Science,Mathematics,Artificial Intelligence,Analysis,97,41,87,77,5,7,1,Data Scientist
11,Arts,Political Science,Government,Leadership,61,69,91,52,2,1,10,Civil Services
11,Science,Computer Science,Technology,Programming,57,95,93,97,8,2,1,Data Scientist
11,Commerce,Mathematics,Finance,Analysis,57,68,49,99,9,6,6,Financial Analyst
11,Science,Physics,Engineering,Mathematics,76,68,83,82,9,3,2,Engineer
12,Arts,English,Writing,Writing,55,49,88,65,7,9,2,Journalist
12,Arts,English,Design,Creativity,92,87,90,88,10,9,9,Graphic Designer
12,Commerce,Business Studies,Management,Leadership,93,63,64,67,1,8,6,Business Manager
11,Commerce,Business Studies,Business,Leadership,61,95,67,45,6,3,7,Business Manager
12,Commerce,Business Studies,Management,Communication,86,47,82,79,6,2,1,Business Manager
11,Commerce,Economics,Finance,Mathematics,90,80,100,72,3,5,6,Chartered Accountant
11,Science,Mathematics,Engineering,Problem Solving,99,86,97,93,2,3,2,Engineer
11,Science,Mathematics,Technology,Analysis,76,60,74,65,6,10,1,Data Scientist
12,Commerce,Economics,Finance,Mathematics,79,49,57,49,4,5,10,Financial Analyst
11,Science,Computer Science,Technology,Analysis,72,67,88,91,5,10,3,Data Scientist
12,Commerce,Economics,Finance,Mathematics,55,61,66,80,8,4,8,Financial Analyst
12,Science,Biology,Healthcare,Communication,67,94,46,59,5,4,1,Doctor
12,Arts,English,Design,Creativity,61,43,61,81,2,2,8,Graphic Designer
12,Arts,History,Writing,Writing,98,61,71,55,9,6,3,Journalist
11,Commerce,Mathematics,Finance,Analysis,94,43,95,89,5,5,4,Financial Analyst
12,Science,Computer Science,Programming,Problem Solving,90,91,46,73,3,6,3,Software Engineer
11,Commerce,Economics,Finance,Analysis,93,57,65,86,10,3,3,Chartered Accountant
11,Arts,English,Design,Creativity,84,73,61,55,4,10,4,Graphic Designer
11,Commerce,Business Studies,Business,Leadership,65,52,43,51,7,10,7,Business Manager
12,Arts,History,Writing,Writing,97,95,100,67,2,3,5,Journalist
12,Science,Biology,Healthcare,Research,84,44,40,66,5,5,8,Doctor
11,Arts,History,Writing,Writing,78,88,68,78,2,10,3,Journalist
12,Science,Chemistry,Healthcare,Communication,98,90,60,95,1,9,8,Doctor
11,Arts,History,Government,Research,89,42,64,51,5,3,4,Civil Services
11,Science,Biology,Healthcare,Research,59,74,67,88,1,10,6,Doctor
12,Science,Computer Science,Technology,Problem Solving,60,42,71,61,5,1,7,Software Engineer
11,Arts,Political Science,Government,Research,98,69,59,62,8,8,9,Civil Services
11,Science,Physics,Engineering,Mathematics,87,84,40,73,1,6,4,Engineer
11,Science,Mathematics,Technology,Programming,63,74,92,68,10,2,10,Software Engineer
11,Commerce,Accountancy,Finance,Analysis,91,50,87,89,10,10,9,Chartered Accountant
11,Arts,History,Writing,Writing,63,89,76,91,1,5,4,Journalist
11,Science,Computer Science,Artificial Intelligence,Programming,99,91,95,80,2,10,1,Data Scientist
12,Science,Biology,Healthcare,Communication,73,80,94,81,3,6,10,Doctor
12,Science,Mathematics,Technology,Problem Solving,76,96,82,53,10,4,7,Software Engineer
12,Arts,History,Government,Leadership,83,86,51,53,9,7,10,Civil Services
11,Science,Computer Science,Technology,Problem Solving,93,46,67,73,1,5,7,Software Engineer
11,Arts,English,Design,Creativity,74,65,41,47,5,6,9,Graphic Designer
12,Commerce,Business Studies,Management,Leadership,60,41,95,73,4,6,1,Business Manager
11,Commerce,Mathematics,Finance,Analysis,84,80,87,64,4,7,6,Financial Analyst
11,Science,Biology,Healthcare,Research,88,65,88,75,4,2,7,Doctor
11,Science,Mathematics,Technology,Problem Solving,57,80,65,77,7,3,3,Software Engineer
11,Arts,English,Writing,Writing,91,44,44,89,6,7,9,Journalist
11,Commerce,Business Studies,Management,Communication,94,66,87,55,10,3,4,Business Manager
11,Commerce,Economics,Finance,Analysis,97,70,84,58,6,3,4,Financial Analyst
12,Science,Biology,Healthcare,Communication,66,55,45,46,7,1,3,Doctor
11,Science,Chemistry,Healthcare,Communication,98,89,58,60,9,4,6,Doctor
12,Commerce,Mathematics,Finance,Mathematics,71,53,100,83,9,10,1,Financial Analyst
12,Science,Computer Science,Artificial Intelligence,Programming,76,67,84,65,3,2,6,Data Scientist
